date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,99,59,166,37,265,28,349,22,438
2026-10-11,88,52,148,32,239,24,317,19,400
2026-10-18,78,46,133,28,218,21,289,17,367
2026-10-25,71,41,122,25,200,19,267,15,341
2026-11-01,65,37,113,23,187,17,251,13,321
2026-11-08,61,35,106,21,177,16,238,12,306
2026-11-15,58,33,102,20,171,15,230,12,297
2026-11-22,57,32,100,20,168,15,227,11,293
2026-11-29,57,32,100,19,167,14,226,11,293
2026-12-06,57,32,100,20,168,15,228,11,296
2026-12-13,58,33,102,20,171,15,233,11,303
2026-12-20,61,34,107,21,178,15,242,12,316
2026-12-27,64,36,112,21,187,16,255,12,332
2027-01-03,68,38,119,23,198,17,271,13,353
2027-01-10,72,41,127,24,212,18,289,14,377
2027-01-17,78,44,136,26,227,19,309,15,404
2027-01-24,84,47,147,28,244,21,332,16,434
2027-01-31,90,51,159,30,263,22,358,17,468
2027-02-07,97,55,171,33,283,24,385,18,504
2027-02-14,105,59,184,35,304,26,414,20,542
2027-02-21,112,63,197,38,325,27,442,21,579
2027-02-28,119,67,209,40,347,29,472,22,617
2027-03-07,127,71,222,42,368,31,501,24,656
2027-03-14,134,75,235,45,389,33,529,25,692
2027-03-21,140,79,247,47,410,35,557,27,729
2027-03-28,147,83,260,49,432,36,586,28,766
2027-04-04,154,87,273,52,454,38,615,29,803
2027-04-11,161,91,285,54,475,40,643,30,839
2027-04-18,168,95,298,56,497,41,672,32,876
2027-04-25,175,98,311,58,519,43,702,33,915
2027-05-02,182,102,324,60,541,44,732,34,953
2027-05-09,188,105,335,62,562,45,760,34,990
2027-05-16,193,107,347,63,582,46,787,35,1027
2027-05-23,198,110,358,64,602,47,815,35,1065
2027-05-30,204,113,369,65,622,47,845,36,1107
2027-06-06,210,115,382,66,646,48,879,36,1155
2027-06-13,217,118,397,68,673,49,918,37,1211
2027-06-20,224,122,413,69,703,50,961,37,1272
2027-06-27,231,125,429,71,733,50,1006,38,1336
2027-07-04,238,128,446,72,766,51,1054,38,1406
2027-07-11,245,131,461,73,796,52,1101,38,1472
2027-07-18,250,133,474,74,823,52,1142,38,1532
2027-07-25,253,134,483,74,843,52,1175,38,1581
2027-08-01,255,134,488,73,857,51,1199,38,1616
2027-08-08,253,132,487,72,861,50,1209,37,1635
2027-08-15,249,130,481,70,854,49,1205,36,1633
2027-08-22,243,126,469,68,838,47,1188,35,1612
2027-08-29,233,121,452,65,813,45,1156,33,1572
2027-09-05,222,114,431,62,778,43,1111,32,1513
2027-09-12,210,108,408,58,740,40,1059,30,1444
2027-09-19,197,100,382,54,697,38,1001,28,1365
2027-09-26,183,93,355,50,649,35,936,26,1279
2027-10-03,169,86,328,46,603,32,872,24,1192
