date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,9,5,19,2,36,2,53,1,75
2026-10-11,10,5,22,3,41,2,61,1,86
2026-10-18,12,6,25,3,48,2,71,1,100
2026-10-25,14,7,29,3,56,2,83,2,118
2026-11-01,16,8,34,4,67,3,99,2,139
2026-11-08,19,9,41,5,79,3,117,2,166
2026-11-15,23,11,48,6,94,4,140,3,199
2026-11-22,27,13,58,7,113,4,168,3,238
2026-11-29,33,15,69,8,135,5,201,4,284
2026-12-06,39,18,82,9,161,6,239,4,339
2026-12-13,46,22,96,11,189,7,282,5,399
2026-12-20,53,25,112,13,220,8,327,6,463
2026-12-27,60,28,127,14,250,10,372,7,527
2027-01-03,66,31,140,16,277,11,412,7,583
2027-01-10,71,34,150,17,297,11,442,8,627
2027-01-17,74,35,157,18,310,12,462,8,656
2027-01-24,75,35,160,18,315,12,471,8,668
2027-01-31,74,35,158,18,311,12,466,8,661
2027-02-07,72,34,152,17,300,11,449,8,638
2027-02-14,68,32,144,16,284,10,425,7,604
2027-02-21,63,29,134,15,264,10,396,7,564
2027-02-28,57,27,122,13,241,9,363,6,517
2027-03-07,52,24,111,12,218,8,329,5,469
2027-03-14,46,21,99,11,195,7,294,5,421
2027-03-21,40,19,87,9,173,6,261,4,375
2027-03-28,35,16,77,8,152,5,231,4,332
2027-04-04,30,14,66,7,132,4,201,3,291
2027-04-11,26,12,57,6,114,4,174,3,252
2027-04-18,22,10,48,5,97,3,150,2,218
2027-04-25,18,8,41,4,84,3,129,2,189
2027-05-02,15,7,35,3,72,2,111,1,164
2027-05-09,13,6,30,3,62,2,96,1,142
2027-05-16,11,5,26,2,54,1,83,1,124
2027-05-23,10,4,22,2,47,1,73,1,109
2027-05-30,8,4,19,2,41,1,64,1,96
2027-06-06,7,3,17,1,36,1,56,1,84
2027-06-13,6,3,15,1,31,1,49,1,74
2027-06-20,5,2,13,1,28,1,43,0,66
2027-06-27,5,2,11,1,25,1,39,0,60
2027-07-04,4,2,10,1,22,0,36,0,55
2027-07-11,4,2,9,1,21,0,33,0,51
2027-07-18,4,2,9,1,20,0,32,0,49
2027-07-25,4,1,9,1,20,0,32,0,48
2027-08-01,4,1,9,1,20,0,32,0,49
2027-08-08,4,2,9,1,20,0,33,0,51
2027-08-15,4,2,10,1,22,0,35,0,54
2027-08-22,4,2,10,1,24,0,38,0,58
2027-08-29,5,2,12,1,26,1,42,0,65
2027-09-05,5,2,13,1,30,1,48,0,73
2027-09-12,6,3,15,1,34,1,56,0,84
2027-09-19,7,3,18,1,40,1,65,1,98
2027-09-26,9,4,21,2,47,1,77,1,116
2027-10-03,10,4,25,2,57,1,92,1,139
