date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,2,1,4,0,6,0,9,0,13
2026-10-11,2,1,4,1,7,0,9,0,13
2026-10-18,2,1,4,1,7,0,10,0,13
2026-10-25,2,1,4,1,7,0,10,0,14
2026-11-01,2,1,4,1,8,0,11,0,15
2026-11-08,2,1,4,1,8,0,11,0,16
2026-11-15,2,1,4,1,8,0,12,0,16
2026-11-22,2,1,4,1,8,0,12,0,16
2026-11-29,2,1,5,1,8,0,12,0,17
2026-12-06,3,1,5,1,9,0,13,0,18
2026-12-13,3,1,5,1,10,1,14,0,20
2026-12-20,3,2,6,1,12,1,17,0,23
2026-12-27,4,2,7,1,13,1,19,0,27
2027-01-03,4,2,8,1,15,1,22,1,30
2027-01-10,5,2,9,1,17,1,25,1,35
2027-01-17,5,3,10,1,19,1,28,1,39
2027-01-24,6,3,11,2,21,1,30,1,41
2027-01-31,6,3,11,2,21,1,31,1,43
2027-02-07,6,3,12,2,22,1,31,1,43
2027-02-14,6,3,11,2,22,1,31,1,43
2027-02-21,6,3,11,2,22,1,31,1,43
2027-02-28,6,3,11,2,21,1,31,1,42
2027-03-07,5,3,11,1,20,1,30,1,40
2027-03-14,5,3,10,1,19,1,28,1,38
2027-03-21,5,2,9,1,18,1,26,1,35
2027-03-28,4,2,9,1,16,1,24,1,33
2027-04-04,4,2,8,1,15,1,22,1,30
2027-04-11,4,2,7,1,14,1,20,0,28
2027-04-18,3,2,7,1,13,1,18,0,25
2027-04-25,3,1,6,1,11,1,17,0,23
2027-05-02,3,1,6,1,10,0,15,0,21
2027-05-09,3,1,5,1,10,0,14,0,20
2027-05-16,2,1,5,1,9,0,13,0,19
2027-05-23,2,1,5,1,9,0,13,0,18
2027-05-30,2,1,5,1,9,0,12,0,17
2027-06-06,2,1,4,1,8,0,12,0,17
2027-06-13,2,1,5,1,9,0,12,0,17
2027-06-20,2,1,5,1,9,0,13,0,18
2027-06-27,2,1,5,1,9,0,14,0,19
2027-07-04,3,1,5,1,10,0,15,0,21
2027-07-11,3,1,5,1,10,0,15,0,21
2027-07-18,3,1,5,1,10,0,15,0,21
2027-07-25,3,1,5,1,10,0,15,0,21
2027-08-01,3,1,5,1,10,0,15,0,21
2027-08-08,3,1,5,1,10,0,15,0,20
2027-08-15,2,1,5,1,10,0,14,0,20
2027-08-22,2,1,5,1,9,0,14,0,19
2027-08-29,2,1,5,1,9,0,13,0,18
2027-09-05,2,1,5,1,9,0,13,0,18
2027-09-12,2,1,5,1,9,0,13,0,18
2027-09-19,2,1,4,1,9,0,13,0,18
2027-09-26,2,1,4,1,8,0,12,0,17
2027-10-03,2,1,4,0,8,0,11,0,16
