date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,16,8,34,4,66,3,99,2,141
2026-10-11,16,8,35,4,67,3,102,2,145
2026-10-18,17,8,36,4,70,3,106,2,152
2026-10-25,17,8,38,4,74,3,112,2,161
2026-11-01,18,9,40,4,78,3,118,2,171
2026-11-08,20,9,42,5,84,3,127,2,183
2026-11-15,21,10,46,5,91,3,137,2,198
2026-11-22,23,10,49,5,97,3,147,2,211
2026-11-29,24,11,51,5,103,4,155,3,223
2026-12-06,25,11,53,6,107,4,162,3,233
2026-12-13,25,12,55,6,111,4,167,3,240
2026-12-20,26,12,56,6,113,4,170,3,245
2026-12-27,26,12,56,6,113,4,171,3,245
2027-01-03,25,12,55,6,112,4,169,3,241
2027-01-10,25,11,53,6,108,4,164,3,234
2027-01-17,23,11,50,5,102,3,156,2,223
2027-01-24,22,10,47,5,96,3,147,2,210
2027-01-31,21,10,45,5,91,3,140,2,199
2027-02-07,20,9,43,4,88,3,135,2,192
2027-02-14,20,9,42,4,86,3,132,2,187
2027-02-21,19,9,41,4,83,3,129,2,183
2027-02-28,19,9,42,4,84,3,130,2,184
2027-03-07,20,9,43,4,87,3,134,2,190
2027-03-14,21,9,45,5,91,3,140,2,198
2027-03-21,22,10,47,5,95,3,147,2,209
2027-03-28,23,11,51,5,103,3,158,2,225
2027-04-04,26,12,57,6,115,4,177,3,252
2027-04-11,29,13,64,6,129,4,199,3,284
2027-04-18,32,15,72,7,145,5,222,3,318
2027-04-25,36,16,80,8,162,5,248,4,357
2027-05-02,40,18,89,9,182,6,281,4,405
2027-05-09,45,20,100,10,205,6,316,4,457
2027-05-16,49,22,110,11,226,7,350,5,508
2027-05-23,53,23,120,11,248,7,384,5,559
2027-05-30,58,26,132,12,275,8,426,5,622
2027-06-06,64,28,145,13,303,9,472,6,691
2027-06-13,69,30,157,14,330,9,514,6,755
2027-06-20,74,32,170,15,359,10,561,7,826
2027-06-27,80,34,184,16,391,11,612,7,904
2027-07-04,87,37,201,18,431,11,676,8,1000
2027-07-11,95,41,220,19,473,12,744,8,1104
2027-07-18,103,44,240,21,517,13,815,9,1213
2027-07-25,112,47,262,22,567,14,897,10,1338
2027-08-01,123,52,289,24,628,16,996,11,1491
2027-08-08,131,55,310,26,677,17,1077,11,1615
2027-08-15,136,57,323,27,708,17,1130,11,1698
2027-08-22,140,59,336,27,740,17,1185,12,1784
2027-08-29,146,61,352,28,777,18,1250,12,1887
2027-09-05,151,63,364,29,804,18,1301,12,1968
2027-09-12,149,62,362,29,802,18,1302,12,1976
2027-09-19,148,62,362,28,805,18,1312,12,1996
2027-09-26,149,62,365,28,815,18,1335,12,2033
2027-10-03,149,62,365,28,815,18,1343,12,2047
