date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,7,3,18,1,40,1,64,1,97
2026-10-11,7,3,19,1,42,1,68,1,104
2026-10-18,8,3,20,1,45,1,73,1,113
2026-10-25,8,3,21,1,48,1,78,1,120
2026-11-01,9,3,22,1,50,1,83,1,128
2026-11-08,9,4,23,2,54,1,88,1,136
2026-11-15,9,4,24,2,56,1,93,1,144
2026-11-22,10,4,25,2,59,1,98,1,152
2026-11-29,10,4,27,2,63,1,103,1,160
2026-12-06,11,4,28,2,66,1,108,1,169
2026-12-13,11,4,29,2,69,1,113,1,177
2026-12-20,12,5,30,2,72,1,118,1,185
2026-12-27,12,5,31,2,74,1,123,1,192
2027-01-03,12,5,32,2,76,1,126,1,197
2027-01-10,13,5,33,2,78,1,130,1,204
2027-01-17,13,5,34,2,81,1,134,1,211
2027-01-24,13,5,35,2,83,1,139,1,218
2027-01-31,14,5,36,2,86,1,144,1,226
2027-02-07,14,6,37,2,89,1,149,1,234
2027-02-14,15,6,38,2,92,1,154,1,242
2027-02-21,15,6,40,3,96,2,162,1,254
2027-02-28,16,6,42,3,102,2,172,1,268
2027-03-07,17,7,45,3,109,2,183,1,286
2027-03-14,19,7,48,3,116,2,196,1,305
2027-03-21,20,8,52,3,123,2,209,1,325
2027-03-28,21,8,55,3,130,2,221,1,342
2027-04-04,22,9,57,4,137,2,233,1,360
2027-04-11,23,9,60,4,144,2,244,1,378
2027-04-18,24,9,63,4,151,2,256,1,397
2027-04-25,26,10,67,4,158,2,269,2,417
2027-05-02,27,10,69,4,165,3,279,2,434
2027-05-09,28,11,72,4,171,3,290,2,451
2027-05-16,29,11,74,5,176,3,298,2,465
2027-05-23,29,11,75,5,178,3,301,2,470
2027-05-30,29,11,75,5,178,3,301,2,471
2027-06-06,28,11,74,5,175,3,296,2,465
2027-06-13,28,11,72,4,171,3,289,2,455
2027-06-20,27,10,70,4,166,3,280,2,442
2027-06-27,26,10,66,4,157,2,266,1,419
2027-07-04,24,9,62,4,148,2,251,1,395
2027-07-11,22,9,58,4,138,2,234,1,368
2027-07-18,21,8,54,3,128,2,217,1,341
2027-07-25,19,7,49,3,118,2,201,1,315
2027-08-01,18,7,46,3,109,2,185,1,290
2027-08-08,16,6,42,3,100,1,171,1,267
2027-08-15,15,6,39,2,93,1,158,1,246
2027-08-22,14,5,36,2,86,1,146,1,227
2027-08-29,13,5,34,2,79,1,135,1,211
2027-09-05,12,5,32,2,74,1,126,1,197
2027-09-12,11,4,30,2,71,1,120,1,187
2027-09-19,11,4,29,2,69,1,117,1,181
2027-09-26,11,4,29,2,67,1,114,1,178
2027-10-03,11,4,28,2,67,1,113,1,176
