date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,79,41,152,22,275,15,389,12,525
2026-10-11,88,45,173,24,317,17,451,12,612
2026-10-18,100,50,198,26,368,18,528,13,718
2026-10-25,114,57,230,30,431,20,621,15,847
2026-11-01,132,65,268,33,508,23,735,17,1003
2026-11-08,154,75,316,38,602,26,873,19,1192
2026-11-15,181,87,372,45,713,30,1038,22,1418
2026-11-22,214,103,441,52,850,35,1239,25,1692
2026-11-29,253,121,525,62,1012,41,1479,30,2020
2026-12-06,300,143,624,73,1205,49,1761,35,2407
2026-12-13,357,170,742,87,1431,58,2093,42,2861
2026-12-20,423,201,882,103,1700,69,2492,50,3411
2026-12-27,503,239,1052,122,2026,82,2976,59,4082
2027-01-03,598,284,1254,145,2410,97,3549,71,4880
2027-01-10,711,337,1493,173,2862,116,4224,84,5826
2027-01-17,839,396,1763,204,3371,137,4984,99,6896
2027-01-24,977,462,2057,237,3923,160,5808,116,8065
2027-01-31,1124,530,2366,273,4504,184,6675,134,9295
2027-02-07,1271,600,2677,309,5088,208,7546,151,10538
2027-02-14,1415,667,2980,344,5657,232,8395,168,11752
2027-02-21,1545,729,3253,376,6172,253,9162,184,12857
2027-02-28,1645,777,3462,401,6570,270,9754,196,13716
2027-03-07,1703,805,3583,415,6801,279,10103,202,14236
2027-03-14,1715,812,3603,418,6846,281,10178,204,14364
2027-03-21,1674,794,3512,408,6683,274,9943,199,14045
2027-03-28,1588,755,3324,387,6338,260,9435,188,13339
2027-04-04,1465,698,3060,357,5848,240,8711,173,12324
2027-04-11,1318,629,2747,321,5262,216,7845,155,11099
2027-04-18,1159,554,2410,282,4627,190,6902,136,9771
2027-04-25,997,478,2070,243,3984,163,5945,117,8426
2027-05-02,843,405,1747,205,3368,138,5030,98,7137
2027-05-09,700,337,1452,170,2802,114,4190,81,5958
2027-05-16,574,276,1191,139,2301,93,3448,66,4915
2027-05-23,465,223,966,112,1868,75,2807,53,4013
2027-05-30,375,180,781,90,1514,60,2280,43,3274
2027-06-06,303,144,632,72,1230,48,1858,34,2679
2027-06-13,245,116,514,57,1003,38,1521,27,2204
2027-06-20,199,93,420,46,825,30,1254,21,1826
2027-06-27,163,76,347,37,684,24,1043,17,1528
2027-07-04,135,62,291,30,579,19,887,14,1306
2027-07-11,113,51,247,25,497,16,764,11,1131
2027-07-18,96,43,213,20,434,13,670,9,997
2027-07-25,84,37,188,17,387,11,600,7,895
2027-08-01,74,32,169,15,353,9,550,6,823
2027-08-08,68,29,157,13,332,8,518,6,779
2027-08-15,64,27,149,12,320,7,502,5,757
2027-08-22,61,25,146,11,318,7,501,5,757
2027-08-29,61,25,148,11,327,7,519,4,785
2027-09-05,64,26,156,11,349,7,557,4,843
2027-09-12,69,27,170,12,386,7,619,5,939
2027-09-19,76,30,192,13,442,8,712,5,1083
2027-09-26,89,34,226,15,524,9,850,6,1296
2027-10-03,107,41,274,17,644,10,1049,7,1602
