date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,2,1,5,1,9,0,12,0,17
2026-10-11,3,1,5,1,9,1,13,0,19
2026-10-18,3,1,5,1,10,1,15,0,20
2026-10-25,3,1,6,1,11,1,16,0,22
2026-11-01,3,1,6,1,12,1,18,0,25
2026-11-08,3,2,7,1,13,1,19,0,27
2026-11-15,3,2,7,1,14,1,21,0,30
2026-11-22,4,2,8,1,16,1,23,0,33
2026-11-29,4,2,8,1,17,1,25,0,36
2026-12-06,4,2,9,1,18,1,27,0,39
2026-12-13,4,2,10,1,19,1,29,0,42
2026-12-20,5,2,10,1,20,1,31,0,45
2026-12-27,5,2,10,1,21,1,33,0,48
2027-01-03,5,2,11,1,23,1,35,0,51
2027-01-10,5,2,11,1,24,1,37,0,54
2027-01-17,5,2,12,1,25,1,40,0,58
2027-01-24,6,2,13,1,27,1,42,0,62
2027-01-31,6,2,13,1,28,1,44,0,64
2027-02-07,6,2,13,1,29,1,45,0,66
2027-02-14,6,2,13,1,29,1,45,0,67
2027-02-21,6,2,13,1,29,1,45,0,66
2027-02-28,5,2,13,1,28,1,44,0,64
2027-03-07,5,2,12,1,27,1,42,0,62
2027-03-14,5,2,11,1,25,1,40,0,59
2027-03-21,4,2,10,1,23,1,37,0,55
2027-03-28,4,2,10,1,22,0,35,0,51
2027-04-04,4,2,9,1,20,0,32,0,48
2027-04-11,3,1,8,1,18,0,29,0,44
2027-04-18,3,1,8,1,17,0,27,0,42
2027-04-25,3,1,7,1,16,0,26,0,39
2027-05-02,3,1,7,0,15,0,24,0,37
2027-05-09,3,1,6,0,14,0,23,0,36
2027-05-16,2,1,6,0,14,0,22,0,35
2027-05-23,2,1,6,0,13,0,22,0,34
2027-05-30,2,1,6,0,13,0,22,0,34
2027-06-06,2,1,6,0,14,0,23,0,36
2027-06-13,3,1,6,0,15,0,24,0,38
2027-06-20,3,1,7,0,16,0,26,0,41
2027-06-27,3,1,7,0,17,0,29,0,45
2027-07-04,3,1,8,1,19,0,32,0,50
2027-07-11,3,1,9,1,21,0,35,0,55
2027-07-18,4,1,10,1,23,0,38,0,61
2027-07-25,4,2,11,1,25,0,43,0,67
2027-08-01,4,2,12,1,28,0,47,0,73
2027-08-08,5,2,13,1,30,0,51,0,80
2027-08-15,5,2,14,1,33,0,56,0,88
2027-08-22,5,2,15,1,36,0,60,0,95
2027-08-29,6,2,16,1,38,1,65,0,102
2027-09-05,6,2,17,1,41,1,69,0,109
2027-09-12,6,2,17,1,43,1,73,0,116
2027-09-19,7,2,18,1,45,1,77,0,122
2027-09-26,7,3,19,1,47,1,81,0,128
2027-10-03,7,3,20,1,49,1,84,0,134
