date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,1,0,2,0,4,0,7,0,9
2026-10-11,1,0,2,0,4,0,7,0,10
2026-10-18,1,0,2,0,4,0,7,0,10
2026-10-25,1,0,2,0,4,0,7,0,10
2026-11-01,1,0,2,0,4,0,7,0,11
2026-11-08,1,0,2,0,5,0,8,0,12
2026-11-15,1,0,2,0,5,0,8,0,13
2026-11-22,1,0,2,0,5,0,9,0,14
2026-11-29,1,0,2,0,6,0,10,0,15
2026-12-06,1,0,3,0,6,0,10,0,16
2026-12-13,1,0,3,0,7,0,11,0,18
2026-12-20,1,0,3,0,7,0,12,0,20
2026-12-27,1,0,3,0,8,0,13,0,21
2027-01-03,1,0,3,0,8,0,14,0,23
2027-01-10,1,0,4,0,9,0,16,0,25
2027-01-17,1,1,4,0,10,0,17,0,28
2027-01-24,2,1,4,0,11,0,19,0,31
2027-01-31,2,1,5,0,12,0,21,0,34
2027-02-07,2,1,5,0,13,0,23,0,38
2027-02-14,2,1,6,0,15,0,26,0,43
2027-02-21,2,1,7,0,17,0,30,0,49
2027-02-28,3,1,7,0,19,0,34,0,55
2027-03-07,3,1,8,0,22,0,38,0,63
2027-03-14,3,1,9,0,25,0,44,0,73
2027-03-21,4,1,11,0,28,0,50,0,83
2027-03-28,4,1,12,1,32,0,57,0,95
2027-04-04,4,1,13,1,35,0,64,0,107
2027-04-11,5,2,14,1,39,0,71,0,120
2027-04-18,5,2,15,1,42,0,77,0,131
2027-04-25,5,2,16,1,44,0,82,0,141
2027-05-02,5,2,16,1,45,0,85,0,148
2027-05-09,5,2,16,1,46,0,87,0,153
2027-05-16,5,1,15,0,45,0,86,0,153
2027-05-23,4,1,14,0,43,0,84,0,149
2027-05-30,4,1,13,0,40,0,79,0,143
2027-06-06,3,1,12,0,37,0,73,0,133
2027-06-13,3,1,10,0,33,0,66,0,121
2027-06-20,2,1,9,0,29,0,58,0,108
2027-06-27,2,1,8,0,25,0,51,0,95
2027-07-04,2,0,6,0,21,0,44,0,83
2027-07-11,1,0,5,0,18,0,38,0,71
2027-07-18,1,0,5,0,15,0,32,0,61
2027-07-25,1,0,4,0,13,0,27,0,52
2027-08-01,1,0,3,0,11,0,23,0,45
2027-08-08,1,0,3,0,9,0,20,0,38
2027-08-15,1,0,2,0,8,0,18,0,33
2027-08-22,0,0,2,0,7,0,16,0,30
2027-08-29,0,0,2,0,7,0,14,0,27
2027-09-05,0,0,2,0,6,0,13,0,25
2027-09-12,0,0,2,0,6,0,12,0,24
2027-09-19,0,0,1,0,6,0,12,0,24
2027-09-26,0,0,1,0,5,0,12,0,24
2027-10-03,0,0,1,0,6,0,12,0,25
