date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,8,3,20,1,48,1,81,0,127
2026-10-11,8,3,22,1,52,1,88,0,139
2026-10-18,9,3,24,1,58,1,98,0,157
2026-10-25,10,4,27,2,66,1,113,0,182
2026-11-01,11,4,30,2,76,1,131,1,212
2026-11-08,12,5,35,2,87,1,151,1,245
2026-11-15,14,5,38,2,97,1,170,1,275
2026-11-22,15,5,41,2,105,1,185,1,301
2026-11-29,15,5,43,2,110,1,195,1,316
2026-12-06,15,5,43,2,111,1,198,1,323
2026-12-13,15,5,42,2,110,1,196,1,320
2026-12-20,14,5,41,2,108,1,193,1,317
2026-12-27,14,5,41,2,107,1,192,1,317
2027-01-03,14,5,42,2,110,1,199,1,330
2027-01-10,15,5,45,2,119,1,215,1,358
2027-01-17,17,6,51,2,134,1,240,1,402
2027-01-24,20,7,59,3,156,1,279,1,467
2027-01-31,23,8,69,3,181,2,325,1,543
2027-02-07,27,9,79,3,207,2,370,1,616
2027-02-14,29,10,85,4,223,2,399,1,663
2027-02-21,30,10,88,4,230,2,412,1,682
2027-02-28,29,10,86,4,225,2,403,1,666
2027-03-07,28,9,82,4,216,2,388,1,638
2027-03-14,26,9,77,3,204,2,368,1,604
2027-03-21,24,8,73,3,194,2,349,1,573
2027-03-28,23,8,70,3,187,2,338,1,556
2027-04-04,23,8,70,3,187,2,338,1,556
2027-04-11,24,8,72,3,195,2,351,1,580
2027-04-18,26,9,79,3,211,2,381,1,630
2027-04-25,29,9,87,4,235,2,423,1,700
2027-05-02,32,11,98,4,264,2,474,1,784
2027-05-09,36,12,108,4,290,2,520,1,858
2027-05-16,37,12,113,5,305,3,544,1,897
2027-05-23,36,12,110,4,298,2,533,1,877
2027-05-30,34,11,104,4,281,2,502,1,825
2027-06-06,31,10,96,4,259,2,465,1,764
2027-06-13,28,9,88,3,238,2,428,1,703
2027-06-20,26,9,81,3,221,2,401,1,658
2027-06-27,25,8,78,3,214,2,389,1,641
2027-07-04,25,8,78,3,215,2,393,1,649
2027-07-11,26,8,81,3,223,2,409,1,681
2027-07-18,28,9,86,3,237,2,435,1,730
2027-07-25,30,10,93,3,255,2,469,1,793
2027-08-01,32,10,100,4,277,2,508,1,865
2027-08-08,34,11,106,4,293,2,537,1,920
2027-08-15,35,11,109,4,302,2,552,1,947
2027-08-22,35,11,108,4,300,2,548,1,939
2027-08-29,33,10,102,4,282,2,517,1,886
2027-09-05,30,9,92,3,257,2,473,1,811
2027-09-12,27,9,84,3,234,2,434,1,744
2027-09-19,24,8,77,3,215,1,402,1,693
2027-09-26,23,7,74,3,206,1,389,1,674
2027-10-03,24,8,75,3,209,1,397,1,692
