date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,17,9,35,5,67,3,97,2,136
2026-10-11,14,7,29,4,54,3,79,2,111
2026-10-18,11,6,23,3,44,2,65,1,91
2026-10-25,9,5,19,2,36,2,53,1,75
2026-11-01,8,4,16,2,30,1,44,1,63
2026-11-08,7,3,13,2,26,1,38,1,53
2026-11-15,6,3,12,1,22,1,33,1,46
2026-11-22,5,2,10,1,19,1,29,1,41
2026-11-29,5,2,9,1,18,1,26,1,37
2026-12-06,4,2,9,1,17,1,25,1,35
2026-12-13,4,2,8,1,16,1,24,0,34
2026-12-20,4,2,8,1,16,1,24,0,35
2026-12-27,4,2,9,1,17,1,26,0,36
2027-01-03,4,2,9,1,18,1,28,0,40
2027-01-10,5,2,11,1,21,1,32,1,45
2027-01-17,6,3,12,1,24,1,37,1,53
2027-01-24,7,3,14,2,29,1,44,1,63
2027-01-31,8,4,17,2,34,1,53,1,76
2027-02-07,9,4,20,2,41,1,64,1,92
2027-02-14,11,5,24,2,49,2,77,1,112
2027-02-21,13,6,28,3,59,2,92,1,134
2027-02-28,15,6,33,3,69,2,109,1,158
2027-03-07,17,7,38,4,80,2,127,2,185
2027-03-14,19,8,44,4,93,3,147,2,215
2027-03-21,22,9,50,4,106,3,168,2,246
2027-03-28,24,11,56,5,119,3,190,2,278
2027-04-04,27,12,62,5,132,3,209,2,307
2027-04-11,29,12,66,6,142,4,226,3,332
2027-04-18,30,13,70,6,151,4,239,3,352
2027-04-25,32,14,73,6,158,4,250,3,369
2027-05-02,32,14,75,6,161,4,256,3,378
2027-05-09,32,14,76,6,163,4,258,3,383
2027-05-16,32,14,75,6,161,4,255,3,379
2027-05-23,31,13,73,6,159,4,252,3,374
2027-05-30,30,13,72,6,155,4,247,3,368
2027-06-06,30,13,70,6,153,4,243,2,362
2027-06-13,29,12,68,6,149,4,237,2,355
2027-06-20,28,12,66,5,143,3,229,2,343
2027-06-27,26,11,62,5,136,3,218,2,327
2027-07-04,24,10,58,5,126,3,203,2,304
2027-07-11,22,9,52,4,115,3,184,2,277
2027-07-18,19,8,46,4,102,2,164,2,247
2027-07-25,17,7,40,3,89,2,144,1,216
2027-08-01,14,6,34,3,76,2,123,1,185
2027-08-08,12,5,28,2,63,1,102,1,154
2027-08-15,10,4,23,2,51,1,83,1,125
2027-08-22,8,3,19,1,41,1,67,1,100
2027-08-29,6,3,15,1,33,1,53,0,80
2027-09-05,5,2,12,1,26,1,42,0,63
2027-09-12,4,2,9,1,21,0,33,0,50
2027-09-19,3,1,7,1,16,0,26,0,39
2027-09-26,2,1,6,0,13,0,20,0,31
2027-10-03,2,1,5,0,10,0,16,0,25
