date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,1,0,3,0,6,0,9,0,13
2026-10-11,1,0,3,0,6,0,9,0,14
2026-10-18,1,0,3,0,7,0,11,0,16
2026-10-25,2,1,4,0,9,0,14,0,21
2026-11-01,2,1,4,0,9,0,15,0,23
2026-11-08,2,1,4,0,9,0,15,0,23
2026-11-15,2,1,5,0,11,0,17,0,26
2026-11-22,3,1,6,0,14,0,22,0,34
2026-11-29,3,1,7,0,15,0,25,0,38
2026-12-06,3,1,7,1,15,0,24,0,37
2026-12-13,3,1,7,1,16,0,26,0,41
2026-12-20,4,2,10,1,21,0,35,0,53
2026-12-27,4,2,11,1,24,0,39,0,59
2027-01-03,4,2,9,1,22,0,35,0,55
2027-01-10,4,2,10,1,23,0,37,0,58
2027-01-17,5,2,13,1,29,1,48,0,73
2027-01-24,6,2,14,1,32,1,52,0,79
2027-01-31,5,2,12,1,27,1,44,0,69
2027-02-07,4,2,11,1,26,1,43,0,67
2027-02-14,6,2,14,1,33,1,53,0,81
2027-02-21,7,3,16,1,36,1,59,0,90
2027-02-28,5,2,13,1,30,1,49,0,76
2027-03-07,4,2,11,1,27,1,44,0,69
2027-03-14,6,2,14,1,32,1,52,0,80
2027-03-21,6,3,16,1,36,1,59,0,88
2027-03-28,5,2,12,1,29,1,48,0,73
2027-04-04,4,2,10,1,24,0,39,0,61
2027-04-11,5,2,12,1,27,0,45,0,68
2027-04-18,5,2,14,1,31,0,51,0,76
2027-04-25,4,2,10,1,24,0,40,0,62
2027-05-02,3,1,8,1,19,0,31,0,49
2027-05-09,4,1,9,1,21,0,35,0,54
2027-05-16,4,2,10,1,24,0,40,0,60
2027-05-23,3,1,8,1,19,0,32,0,49
2027-05-30,2,1,6,0,14,0,24,0,39
2027-06-06,3,1,7,0,16,0,26,0,42
2027-06-13,3,1,7,0,17,0,29,0,44
2027-06-20,2,1,6,0,14,0,23,0,36
2027-06-27,2,1,4,0,10,0,17,0,28
2027-07-04,2,1,4,0,11,0,18,0,29
2027-07-11,2,1,5,0,12,0,19,0,30
2027-07-18,1,1,4,0,10,0,16,0,26
2027-07-25,1,0,3,0,7,0,12,0,20
2027-08-01,1,0,3,0,7,0,12,0,19
2027-08-08,1,0,3,0,8,0,13,0,20
2027-08-15,1,0,3,0,7,0,11,0,17
2027-08-22,1,0,2,0,5,0,8,0,13
2027-08-29,1,0,2,0,5,0,8,0,12
2027-09-05,1,0,2,0,5,0,9,0,13
2027-09-12,1,0,2,0,5,0,8,0,12
2027-09-19,0,0,1,0,3,0,6,0,9
2027-09-26,0,0,1,0,3,0,6,0,9
2027-10-03,1,0,2,0,4,0,7,0,10
