date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,89,54,145,35,227,27,298,21,376
2026-10-11,88,53,143,34,226,26,296,21,375
2026-10-18,87,53,143,34,226,26,298,21,377
2026-10-25,88,53,144,34,227,26,300,21,380
2026-11-01,89,54,146,34,231,26,304,21,386
2026-11-08,90,55,148,35,235,27,310,21,393
2026-11-15,93,56,153,36,242,27,319,22,405
2026-11-22,96,58,159,37,252,28,331,23,420
2026-11-29,101,61,167,39,264,30,347,24,441
2026-12-06,107,65,177,41,280,31,368,25,467
2026-12-13,115,70,190,44,300,34,394,27,499
2026-12-20,123,75,205,47,324,36,425,29,539
2026-12-27,134,81,222,51,353,39,462,31,585
2027-01-03,147,89,245,56,388,43,508,34,643
2027-01-10,163,99,271,63,431,48,563,38,713
2027-01-17,182,110,303,70,480,53,627,42,795
2027-01-24,205,124,341,78,541,60,707,48,895
2027-01-31,232,141,387,89,615,68,802,54,1016
2027-02-07,265,160,442,101,703,77,917,61,1162
2027-02-14,305,184,510,116,811,89,1058,70,1342
2027-02-21,355,214,593,135,943,103,1231,81,1563
2027-02-28,413,248,691,157,1100,119,1437,94,1827
2027-03-07,480,288,805,182,1280,138,1674,109,2132
2027-03-14,555,332,932,209,1482,159,1942,125,2476
2027-03-21,635,379,1066,238,1697,181,2227,142,2844
2027-03-28,715,425,1202,268,1914,202,2517,159,3219
2027-04-04,796,472,1340,297,2134,224,2813,176,3602
2027-04-11,871,515,1468,323,2341,244,3092,191,3966
2027-04-18,936,551,1579,346,2522,260,3338,204,4288
2027-04-25,989,581,1671,364,2675,273,3549,214,4564
2027-05-02,1023,599,1731,375,2778,281,3694,219,4758
2027-05-09,1036,606,1758,377,2828,283,3771,221,4865
2027-05-16,1023,596,1739,370,2806,277,3751,216,4847
2027-05-23,984,572,1677,354,2716,265,3640,206,4710
2027-05-30,927,538,1586,332,2579,248,3462,193,4486
2027-06-06,855,495,1467,305,2395,227,3221,177,4180
2027-06-13,777,449,1339,275,2194,206,2954,160,3838
2027-06-20,702,404,1214,248,1997,185,2693,144,3502
2027-06-27,632,363,1097,222,1813,166,2447,129,3185
2027-07-04,573,329,999,200,1655,150,2236,116,2912
2027-07-11,519,297,907,181,1507,135,2038,105,2655
2027-07-18,471,269,826,163,1375,122,1861,95,2425
2027-07-25,429,244,753,148,1257,111,1702,86,2218
2027-08-01,392,223,691,135,1155,101,1563,78,2038
2027-08-08,361,206,638,124,1067,93,1445,72,1885
2027-08-15,336,191,593,115,993,86,1346,66,1755
2027-08-22,313,178,554,107,928,80,1257,61,1639
2027-08-29,294,167,521,101,873,75,1183,57,1542
2027-09-05,279,159,495,96,829,71,1124,54,1465
2027-09-12,266,151,472,91,790,67,1073,51,1399
2027-09-19,256,145,454,87,759,64,1032,49,1344
2027-09-26,249,141,440,84,736,62,1002,47,1305
2027-10-03,243,137,431,82,720,61,980,46,1278
